"day_of_year","tv_ad_spend","social_media_spend","email_marketing","product_price","competitor_price","temperature","is_holiday","viral_campaign","sales"
30,71.2566107484357,19.1565929645958,115.502306222089,39.3902549799532,36.0639690772704,19.7477647503516,"0","0",1108.93068369244
31,93.5738204317484,15.8371201544293,10.847277719828,13.122527198866,15.6238358093554,32.0216504282742,"0","0",1457.71334583668
32,18.8798291949961,36.4002388919278,41.4289051066491,12.0238975994289,12.8188582766771,30.4975755566942,"0","0",1349.72439809059
33,62.8080889348284,106.211355251185,17.3308741121558,16.1174966394901,15.2348330902655,28.2461216809301,"0","0",1253.51141799467
34,65.2972363756158,23.8835999927174,12.7825416972758,10.3967312909663,9.23999912726434,27.9842860156947,"0","0",1242.76393842972
35,167.211915479861,76.0136761629156,65.5915467653144,33.2821952365339,29.8255760081569,27.3229165203215,"0","0",1384.47627592057
36,21.9910872561041,43.9117167591703,14.8044064048059,11.5570528618991,10.601216065171,28.0837382515356,"0","0",1202.65749988645
37,101.753757165233,11.4048235640045,16.3986592842689,41.9411331322044,38.7252570963652,15.7282650699647,"0","0",1041.64635846011
38,30.5391845404136,22.6563654438115,30.6449135473517,45.2280609216541,38.9324498793579,35.8757936812716,"0","0",1548.84482889459
39,69.9815881858509,22.4107737990481,0.244291465091203,30.3543848264962,28.8562662098034,29.3727171490394,"0","0",1238.72359037636
40,50.8717645635936,25.3877757588499,26.7490020202215,33.8236493989825,25.1193944471295,21.6854913779502,"0","0",1003.18430883167
41,72.397704816267,51.8983588557127,4.40602125852637,22.8290200512856,21.3433479377185,24.1747086451697,"0","0",1036.3046973801
42,92.8552789764158,1.59149603141063,75.2025130547553,43.3933405391872,38.8515374510635,23.6374796969933,"0","0",1066.10655737099
43,24.518001646366,7.32338260187168,64.1119524965563,41.7416958510876,42.0719982429364,23.5561074831742,"0","0",1048.81344806946
44,10.1415879059219,68.8829260560873,4.01173677791377,37.0103396940976,33.7409230251862,30.5352835949649,"0","0",1302.32815433768
45,23.7850463967252,44.0280195501379,53.1923026298682,15.2260982617736,14.1983445099657,30.9222931041071,"0","0",1377.35568549438
46,88.8065509558668,60.9264993908763,139.991657649836,49.5873249694705,41.5853825203959,31.2274594285045,"0","0",1572.39162452315
47,100.049652185273,61.9688189327642,17.1201674789901,32.1938013564795,27.585457913557,33.3072761738312,"0","0",1515.80058930979
48,47.3932069955291,85.2551704582356,23.393641324719,40.7774786092341,37.9678762687174,32.5780455156963,"0","0",1441.23219176687
49,264.432048396811,20.2171178583839,8.1476905320978,18.368762973696,16.5380102675325,29.6921774205534,"0","0",1400.67314693069
50,15.5441069253917,7.39360929593098,9.49871762772003,30.1485236734152,27.8462334968073,27.3566538198419,"0","0",1163.9968064939
51,94.738877795925,8.5710580591517,16.8334135802958,39.3740224000067,36.5378003328498,34.1084244319382,"0","0",1513.74529031039
52,104.958281454935,9.39887018792057,27.5867497729424,29.1021968144923,24.0634868742769,34.4274325781226,"0","0",1574.62199763027
53,78.2809508431543,11.153992734591,48.4631073126534,31.7435045260936,30.97622836251,28.6405102906362,"0","0",1270.08483942945
54,142.109333595717,20.4172743718065,24.2118891904467,31.6862418409437,30.4772117124968,22.3879348764852,"0","0",1097.43339747623
55,253.077125460051,92.7709543774557,42.9813257499676,39.671183899045,36.2073952285935,31.709030916818,"0","0",1482.39101272645
56,47.9444999594268,33.7634706831093,40.0139177239264,46.6173436492682,41.3173825090819,31.2391861247028,"0","0",1502.88271765611
57,29.9808183881585,63.7158163154342,94.3326506127242,15.3113309014589,14.8939484821281,27.4056773587746,"0","0",1247.46968384645
58,37.8575716826036,8.85124806020803,30.6077005983258,48.536681374535,45.0578035179962,36.356625108986,"0","0",1634.91758568047
59,117.717117868895,44.1021939760722,13.5653934559559,35.0291619636118,31.2795034959789,37.9608256086858,"0","0",1756.23725544051
60,74.6209157343764,74.5310588860492,9.46665090161812,47.5675358623266,42.4779601415121,34.945986152918,"0","0",1591.64785055073
61,18.8735087876185,37.1007552330037,137.763132685827,30.9137640241534,28.9938405553161,34.7067421053204,"0","0",1599.34319123298
62,34.7260890312578,52.07911863845,32.1388009645963,30.2652863226831,26.2721614210155,32.4089490614947,"0","0",1495.20245894151
63,75.3533981789203,72.4991930913385,49.0534401045871,17.6494527142495,17.9882715253398,28.3237353596406,"0","0",1332.20698079011
64,100.449022110009,46.7869641267311,9.04651358105943,11.3900581281632,8.1556976809429,28.5093743225907,"0","0",1342.1001996882
65,54.0191620912245,2.72200706631414,2.77705676203809,12.4812878575176,8.7913421214354,35.2876458087687,"0","0",1674.80386751477
66,35.3226907801776,6.86295697605428,33.2571820287758,12.4331022705883,10.2055138626248,39.2934583617946,"0","0",1841.24538330565
67,96.6934038310459,63.52191382925,16.4640720844624,32.7138790488243,30.2626625624991,26.5866365522523,"0","0",1214.05879734321
68,157.205595564424,28.1537360947622,108.900403117399,16.2731149699539,14.5270332295183,26.3599602724291,"0","0",1258.3620621255
69,104.016601575716,23.5422159570335,19.2083441780371,48.0411777738482,44.8495916361619,31.7931149101789,"0","0",1452.47588286287
70,56.3687405903913,23.6958470970553,45.2853379229212,25.7977590896189,24.4431883816484,35.9162316159492,"0","0",1680.36169743339
71,88.1700661286335,0.849595434686829,1.79181135142846,14.3795582093298,14.7009844096266,45.5597178082832,"0","0",2170.84144720517
72,48.0477824842569,61.3802819633293,54.4761606119604,18.1738539412618,14.913432230264,38.3121446930066,"0","0",1798.77963686533
73,90.3316839276741,12.9834612075514,62.0552829192477,25.6628666073084,23.4466792124631,30.7349964016744,"0","0",1450.55276643717
74,41.4770881868476,50.090402772484,30.2845935211798,14.1398599464446,13.0485637378162,28.6606844026101,"0","0",1372.59088641236
75,175.012934305056,10.6971956936962,20.7248828664399,37.9507676046342,37.9385188837408,37.0644041141314,"0","0",1812.18167741601
76,49.2991354844272,85.0890995609414,82.6096020944605,26.8033771961927,21.7919240599067,34.1593883762022,"0","0",1628.9464477805
77,198.214041856725,55.5656922586289,27.4712021579433,10.1849250309169,10.8048312949437,31.7149434283443,"0","0",1574.9634816618
78,61.2607929413279,29.239829687771,27.45500677102,16.3971398212016,15.4413905548279,35.5725443165744,"0","0",1695.68448845608
79,86.6696703542592,6.17398832184431,57.4661300431906,30.5345066636801,25.6640691669974,43.9686543103953,"0","0",2121.85158321095
80,223.474255540219,0.137528183951379,50.4166816246944,23.6580546293408,17.7233687747412,30.1886793396504,"0","0",1483.92337358886
81,77.3253436668183,113.706289516755,18.4362677083852,47.4679645430297,40.2422308088658,25.2236302807271,"0","0",1266.23558007789
82,164.322150512423,42.022370112586,36.254632772634,49.6839645784348,46.224507465016,34.6017146697844,"0","0",1641.592339955
83,44.6963346834022,6.07883082777388,25.3976091556701,12.82390890643,10.8933180196307,39.4392650706529,"0","0",1852.01135656402
84,72.2679699485105,18.6071222838891,0.26267396761636,13.0104509089142,10.4272339083146,39.5684791034189,"0","0",1844.03487826083
85,105.23522412056,0.0154727196364539,9.07174415627143,47.6318098884076,39.0508822703304,27.1810614945359,"0","0",1372.89955769274
86,110.732900142095,71.8016051540751,24.2452392982988,15.2416890021414,8.03247501234199,39.3358452697088,"0","0",1857.45657895303
87,61.5621341144016,29.6567369635246,18.0938748067104,12.8190543502569,13.7989430845913,34.9675458251669,"0","0",1642.19888900611
88,43.905139506016,2.01366559234211,28.8715940409118,48.8831586297601,43.7177603797581,35.9693025829244,"0","0",1644.46479652759
89,107.684496844185,20.19560656915,23.1020698862189,37.7494622766972,34.5386149818311,35.8549093641344,"0","0",1696.99435421347
90,59.60959439544,64.2735881094705,13.9318171068041,22.2608060948551,20.738660569626,38.4540943697988,"0","0",1813.33627275391
91,110.179363503535,13.8989857567958,51.7955904358399,21.5094424784184,20.0033267811173,27.0173914248975,"0","0",1280.37192399561
92,94.5754686351048,5.94487003708393,18.3579631259661,20.993494624272,17.072974630578,35.9409213779736,"0","0",1721.17194712149
93,81.6109120657276,11.3457287785618,11.4593370010657,48.7449382990599,45.2254569715354,41.153682917749,"0","0",1910.93126074877
94,40.8962324763933,25.2889386811354,52.6811456350006,24.9344014562666,21.9981995022631,43.7502975148587,"0","0",2053.45908155063
95,145.462104184772,85.7904947498145,6.94641896508696,27.8693171404302,27.8492790507819,33.3557934449288,"0","0",1552.79807434257
96,136.404422830535,39.2688657573088,42.6661174778983,11.1757767759264,8.39588449035213,33.5439865476355,"0","0",1578.08254004243
97,102.838339121763,14.1415276972444,15.7742545515597,49.8352431226522,47.6999716615884,32.2809633564982,"0","0",1444.59369052722
98,97.2626301747711,25.6808882879669,61.4896279157529,49.378166012466,44.9569537456733,33.5346739630455,"0","0",1496.2272022647
99,115.969962247686,9.0509521839859,52.2504773304095,14.9918186757714,16.5232033712398,34.0598864385971,"0","1",1738.28078151632
100,233.378047083459,9.27821950772491,25.4906867031614,20.8831919077784,17.6175086377,28.9943856784709,"0","0",1347.3634660216
101,116.461278203004,25.1807070945635,17.6918651440296,38.5947195254266,34.1304786375196,41.3850932841355,"0","0",1906.3630888291
102,35.4196172918332,5.17388498232692,2.71216119895057,30.373209528625,23.4562498814305,43.8518991363944,"0","0",2015.83783183017
103,79.850081209433,15.3155499120384,4.6389357486618,49.5888116396964,46.4866224699475,37.4036318759277,"0","0",1684.75091680796
104,27.6631533245092,0.418861367142462,84.3015074570641,22.5540582928807,20.8706299969946,32.5069789361456,"0","0",1457.92181741897
105,159.041492283205,7.09741554398064,7.33176880968873,19.1106292419136,14.6662599788578,36.0046455979831,"0","0",1844.45660410477
106,165.112643530327,17.1255639980201,49.6242001939405,41.7968419101089,32.042866636242,37.0189463921253,"0","0",1753.20092241265
107,209.71157305177,50.8693170945492,91.4141837894635,31.4084862172604,28.9705229886224,31.5904975822132,"0","0",1543.70840130918
108,87.2841485379924,10.7047743763429,3.46314574566871,29.6414232999086,24.7641749980353,45.1311986686521,"0","0",2269.04483159428
109,52.8873310538451,151.765083179361,35.9790579466291,34.7322575561702,31.486718021417,29.8182257542533,"0","0",1335.1229298981
110,160.27902112787,23.015194862881,51.349801648782,46.1089489981532,41.5911233512568,27.5514242628461,"0","0",1248.94985357703
111,12.2227959191797,27.8091674658815,81.115717389485,38.9662164635956,34.3612737243129,30.3464283132018,"0","0",1333.13315960874
112,118.430556665004,8.44673325829122,30.1235178231831,49.9294163752347,45.0257778458381,28.3413896123651,"0","0",1238.01047390192
113,69.9359646020368,5.91228407998068,34.7205459871707,46.9468311872333,45.0714911903422,32.6917272451555,"0","0",1432.47989847792
114,124.131603945873,32.3236444326442,37.1338617633609,15.3031521569937,10.9225786781458,39.4226210834963,"0","0",1824.51441940029
115,59.8030925212408,19.1022967399636,41.5484256049916,29.6113876719028,24.6513100606035,45.1059647198395,"0","0",2079.24279142233
116,59.7049545965184,27.9837446059467,44.3747943494795,30.7171452604234,24.717863748278,24.9038997537107,"0","0",1076.8148643194
117,156.748124700792,65.7010219578062,2.12003393981215,12.3446388076991,11.6911840888991,38.6724392981694,"0","0",1830.42737109552
118,73.8216256502461,43.2604790895872,122.506465356625,22.4614620022476,19.6882022559037,27.9345909110869,"0","0",1273.61447194272
119,113.437892354394,61.4419510643166,26.7674318006923,18.587738815695,15.7870239991182,23.2754179265479,"0","0",1310.37402318703
120,53.9267600158207,8.49008272307566,90.6215569664938,28.3441631775349,23.9116786383782,33.5732065416544,"1","0",1768.83818129722
121,37.6681159249467,11.7830591519748,18.487280930507,18.199734762311,11.8690764246863,31.1714176333871,"0","0",1452.53835678607
122,153.317666298198,30.8369008174909,55.48502407116,26.7328371107578,20.6184189284222,33.9452520055421,"0","0",1637.77367964652
123,24.5109469866474,70.7859590498223,20.3616690433068,28.2609902787954,21.3112212595283,28.368736143321,"0","0",1289.19921495492
124,130.467796543482,90.3917954449166,18.4439362775244,48.2291052490473,42.1537389858219,36.5876387782654,"0","0",1715.64857676514
125,109.990536560154,21.8070232954385,3.28447638491927,14.2793389596045,12.4858785424017,31.8186654986353,"0","0",1492.32102338232
126,99.2960559128715,35.6013156722343,10.1906517364808,48.7759426049888,41.5728316930089,27.5214878924045,"0","0",1252.68700449564
127,62.3905509318059,33.4803280774175,22.668340712564,20.5673607531935,16.4682265017944,31.0316946947843,"0","0",1415.05328300218
128,35.8839719599906,92.928272768923,100.068399320552,40.4995193518698,35.2972415984015,32.2517614567901,"0","0",1456.69194028223
129,261.969370946508,11.8141111387235,25.2244034511531,44.6332736779004,42.4880093808108,41.5197999738872,"0","0",2003.366427213
130,36.4723610010825,10.2823476221906,8.73375261073948,35.6625781022012,29.7748703279997,31.7643570693055,"0","0",1391.90729206117
131,230.515706572039,42.8885282837494,4.23390360976017,31.9731035269797,27.6245094975954,29.694136397933,"0","0",1380.47769975859
132,26.9221164601715,4.13825026664316,7.42160115906051,18.6917303595692,17.1709857363527,37.4117096461192,"0","0",1731.64297350594
133,104.113403947361,36.1314106427354,64.3225865300739,48.2898205518723,46.3078789061196,32.6295967881548,"0","0",1515.43149196412
134,49.5572052048107,14.3913966062398,10.9829845342679,38.6005285847932,33.8785296971097,29.6082995277217,"0","0",1362.06775146666
135,31.2810295024017,47.0688840956179,36.0893248146946,30.0405674055219,29.1680662809249,27.3183856574044,"0","0",1239.23009845468
136,55.1165664511411,12.303587585987,22.0218308420246,26.276960382238,23.6185665818587,24.2741015320034,"0","0",1138.38734450454
137,91.0766623922198,2.30692473035491,60.355644069814,10.7421887293458,9.73453324568001,31.5144731935873,"0","0",1517.52072994818
138,158.367497242987,35.4301866726238,54.2463271258886,18.0063220113516,18.3204421753925,25.0879183220691,"0","0",1190.35340336315
139,80.2788333103177,42.1654309277015,6.521205162565,42.4492077715695,37.0545251593866,29.0904428208627,"0","0",1324.52568006275
140,128.283639194797,83.8901185214074,31.2343868588536,16.0537206847221,12.6021163104035,25.9985394677455,"0","0",1223.15269978526
141,47.5408896122249,40.729556736008,13.6195133816092,47.1362917497754,44.1691911411775,24.8901508099408,"0","0",1051.31547608421
142,124.69712073373,170.201904817084,11.9393984026292,40.5284717492759,36.7345099975912,24.8675855569258,"0","0",1090.03115376125
143,126.85732304997,87.667348752312,48.4358925390095,20.9236692730337,18.0414322047152,19.0246107246351,"0","0",1108.49250195492
144,181.953211409894,50.952912855432,3.15466944479311,25.5358492024243,23.8304057637046,23.2728146637193,"0","0",1122.10855812083
145,43.8621885651001,43.479536344042,55.0843919741982,18.0018909461796,14.4715175489423,20.5865959029106,"0","0",1062.8384684238
146,247.164608804941,11.4874980592313,25.9216845871729,15.1236216258258,15.8291025003484,28.8814128331008,"0","0",1493.09790657616
147,116.296391185097,7.8027930106498,43.0900637070609,32.7471108920872,28.5364733152252,17.7603683928318,"0","0",1097.6404470583
148,17.9465911118182,73.5828382888347,10.7151259781522,20.5370680242777,19.7332499847285,31.4487165325303,"0","0",1370.76703556104
149,17.2268760187761,21.7092991806627,4.34080259263075,39.7868943400681,37.0984446017776,19.9187891505742,"0","0",1046.44172583808
150,270.083671777381,15.2404964233929,7.39140032236257,46.4671243727207,37.8930262166929,23.8276002934208,"0","0",1159.69686321585
151,176.898900860624,16.4512138099855,35.6688841127717,17.7914449200034,17.1661694665447,20.495599746923,"0","0",1144.33213623215
152,59.6420213454469,9.34668432215507,3.24427115118247,10.9817141015083,9.00923056403761,25.6760944052776,"0","0",1159.60202889137
153,14.0730404586318,11.6623444870703,68.0527265502977,42.923910273239,39.4229730962009,24.0679974392322,"0","0",1209.87123512758
154,48.6710917230572,32.2706221517967,0.541585235104862,40.197717314586,32.6582519040079,24.6933467220872,"0","1",1238.68583268471
155,74.6854920816046,43.7006903630223,65.143067409849,43.2095140311867,34.4856439630182,23.7820435754468,"0","0",1235.48350467375
156,210.165716009485,28.9981967853881,8.6822192326652,45.2193254325539,43.2544749984787,31.468541830739,"0","0",1403.41554553214
157,71.7279545232883,74.8966709308567,29.3833527949915,37.8111571911722,35.2483330363959,12.0173405246526,"0","0",1023.48830250939
158,99.3560639721738,31.0499567138592,34.6285692161694,45.0799444224685,43.0955654604106,18.2566840960074,"0","0",1031.14568365208
159,49.3621317357653,22.6245291891227,4.43405494669925,14.743695165962,10.9487681834692,20.2991112923157,"0","0",1006.89646586523
160,46.7266969571017,38.1261517383779,16.1606057861025,39.4989325385541,37.6170232086931,24.904871979762,"0","0",990.094493109114
161,156.76416013496,12.2592551984294,28.102941222031,24.2871122900397,21.1230385150546,25.6765390587688,"0","0",1104.35034537615
162,85.1320744654368,48.591684434938,78.6657830542497,12.2090972773731,9.85700133505266,22.8040713073054,"0","0",1062.3068012031
163,332.51795406778,6.9900768816547,2.23583794207024,30.1053050067276,26.1301886061627,16.2534839519843,"0","1",1332.33996343517
164,93.5561301851027,44.9702761029418,2.15907245226636,27.4087801389396,24.8591852320352,33.0732068112393,"0","0",1445.76486295123
165,73.0223733065229,15.531502844093,15.3933902305894,39.7697192803025,35.7603262420555,18.0528788222315,"0","0",1028.86049445158
166,43.9695156824681,3.32986940317005,3.22020428557456,12.9790564347059,13.0714903663272,29.2098325305132,"0","0",1264.41617975643
167,27.2865516065033,50.5125932894458,6.18399833273378,18.898664759472,17.2617843218863,20.1994488041217,"0","0",1009.99106430646
168,124.589276351875,76.365481623424,19.9862028406436,20.5575715377927,17.964938232249,21.1081951416672,"0","0",1076.46486495764
169,54.3837123935559,5.83424061716036,19.4721019946485,30.5822254903615,28.3914562151726,13.2172335233992,"0","0",1028.26835929934
170,53.2323207300346,18.6086028592521,16.0264009124161,32.5168266240507,28.0040615501056,18.5124299890007,"0","0",1024.92054318503
171,37.5095603883114,42.3561449618344,78.2878551708581,18.5039861034602,14.0571950474635,10.7579999443933,"0","0",1018.9660110012
172,121.382544800527,2.68124924077583,32.9537149833916,35.577590232715,31.2160147618883,19.6555051106529,"0","0",989.789611213322
173,21.0563696733109,80.4888584717713,17.0613317495483,42.8632117714733,39.7421372244323,17.0403736008071,"0","0",963.599761493352
174,69.5710473883846,9.19909755348104,15.9584718590845,45.2452067937702,39.9245314681733,19.0339826597708,"0","0",976.494519355453
175,42.2753036467273,7.7431896665802,4.36305471723564,33.4461491275579,33.676151914645,20.7330077164651,"0","1",1190.76556449764
176,43.9500494879546,4.84524791019329,41.1746493290258,31.5140195935965,27.5530016246579,17.0357422777604,"0","0",978.384992232721
177,142.181984984365,16.5385474865106,16.7067186081551,22.7135306131095,19.1843006043905,7.58329564214259,"0","0",1032.6131304056
178,123.451047651979,1.08993733497962,39.6891095920394,29.1168759111315,27.4010902396599,21.8647082810042,"0","0",1053.41968121086
179,66.7006389036866,14.1562732065596,9.39667857630483,32.1171204000711,26.5743321339076,25.8042469837173,"0","0",1063.42985041256
180,34.7758507911882,0.757001680988838,34.8897810967054,27.5415808707476,23.7293323451202,12.9203083541397,"0","1",1262.64523484613
181,139.610012163423,52.5350579148658,30.9001005573967,33.4471107833087,30.1879424870391,17.4604286741382,"0","0",1064.64298969952
182,107.96796949084,0.227976305720028,3.54039211086675,29.2874711472541,21.9784043392448,16.2655646799254,"0","0",1058.24463772143
183,19.6294354695621,11.0565764305544,27.2701336542262,34.3253797013313,31.6240013455468,13.628014839279,"0","0",1010.32077929342
184,64.4361173215444,27.7771373226636,18.1800538307205,16.0513272322714,9.63004139863041,3.23540786688787,"0","0",1081.13658983913
185,11.9396931281082,12.3875883767498,13.1460453432414,14.6020475961268,14.7807974026174,12.3001948404391,"0","0",1028.36856165102
186,14.8416878513792,15.5842579581892,67.7558427830114,10.5461406521499,7.35985335188627,11.6640727481081,"0","0",1050.58584555938
187,8.00288552398014,59.4613095100806,27.7844911871896,25.5204952321947,24.9284763921801,13.7961578842794,"0","0",994.538284696373
188,53.7625844272068,45.4294146617849,5.61588929914052,12.4344957154244,11.8029640809119,13.0335081606882,"0","0",1023.83052622289
189,252.370384967974,35.8750870117834,42.5758993099526,38.1419943552464,32.234074063798,15.8941769632551,"0","0",1079.75095411093
190,204.828649609643,36.4261813070298,27.6388328083809,42.314912956208,37.1422367260647,10.1824038165887,"0","0",1050.93928339648
191,69.6745638947862,91.2137120805912,49.510933922366,25.2973707858473,23.6934941264132,6.74542484116957,"0","0",1180.12173088918
192,59.6720499367071,78.8073001337225,12.4378877820867,48.8126351684332,41.5475176635748,11.1094026495164,"0","0",1011.4818530975
193,68.202431362802,23.2772039114337,16.3874425317446,40.556093910709,34.4502471679718,19.8269432593434,"0","0",1011.08271411224
194,139.968906856285,26.1908793723454,6.81038237586286,20.5263688322157,14.9930319043834,11.9876712117776,"0","0",1074.11026954205
195,55.3083170742215,58.9997343954994,46.8969734734836,34.744254136458,27.4237461397934,12.089879787589,"0","1",1287.71703004838
196,77.9154017410163,2.8903398440326,11.1806161388571,23.0042437743396,18.2322568784566,11.5478682826649,"0","0",1054.6370958894
197,175.75204063071,68.5296322623436,19.0924062461936,20.9217002335936,19.5126407471452,10.0250678728015,"0","0",1101.80597406375
198,281.149475397604,13.9529954309569,41.0183529731628,26.3200601376593,25.1395278377116,9.74691475002471,"0","0",1132.56388756469
199,199.707187429223,10.4473092232268,5.86655809254853,16.4703634846956,14.2658216621938,6.00308134392542,"0","0",1094.11563632034
200,67.0678167071356,15.2279334654885,64.4432806256369,40.5014929547906,34.0163247797126,13.3332566713078,"0","0",1038.68687806191
201,119.339874253069,1.67816455661937,21.846322404178,41.1814492661506,37.7706504032743,10.5418530212395,"0","0",1004.94525394064
202,144.559388947888,32.0188745169815,46.5907982182611,16.6532278154045,17.9869936861237,4.73749946922871,"0","0",1034.55053175098
203,42.7982038236227,9.9762676768458,6.02735998973411,34.7413963265717,31.0572541554841,4.10367323733523,"0","0",958.930123061627
204,145.523310775035,12.871119693084,20.7741016719796,18.4395229909569,18.3650739397058,4.05046042394763,"0","0",1030.49569725094
205,122.75871564599,45.8621268821173,34.1521037217044,45.9350995440036,40.4424090024877,9.00558144727622,"0","0",974.325902849217
206,13.8921261850475,18.373778713076,15.9224887814649,24.7465176600963,20.4474527772319,13.1970798845813,"0","0",943.049938253969
207,58.1887991096265,0.210574340949826,12.6178809021425,17.7388784009963,15.9170588691104,3.8927085848186,"0","1",1232.40760165439
208,86.0863853261908,39.0974162449711,54.5753685052305,40.2540756203234,35.8505398834419,9.50713773383096,"0","0",991.147350465637
209,79.6347820702117,14.890459465716,18.4719398528123,11.1540518794209,8.03914380408905,9.02490088427171,"0","0",1009.62629006856
210,103.511337207714,19.1827806307336,3.33053365062733,46.2451684568077,44.1178281858763,7.4911297803471,"0","0",983.99596020058
211,76.5186386181179,27.6663931303801,45.9348812417452,36.1336700897664,34.4275113298123,1.33566051037611,"0","0",1000.35311291568
212,7.64433631629244,2.58446753204679,1.7771035810671,29.8029115982354,27.0510503443865,10.2456308724606,"0","0",1102.47861406884
213,32.4706030697139,1.46736765960023,39.5775548409052,43.3217100519687,38.6655037957019,-1.0910354834605,"0","0",947.259034856959
214,59.6143615433449,6.16399602095355,58.0025979131323,37.4931509513408,33.5290968545711,0.00191056448446236,"0","0",975.296301802927
215,166.57982542048,25.5140326469879,20.3845452846553,28.4156307484955,25.9047913695939,5.84755370164673,"0","0",1014.65228227463
216,177.312265267756,19.5644487818355,16.7580323486361,14.3168635759503,13.5539779834601,10.373225824121,"0","0",1011.66150685696
217,63.644544432078,5.31210816276473,5.2202924947327,17.8772016894072,14.6960967152588,-5.41703333296618,"0","0",933.844466118564
218,62.1857469476283,69.5666816253934,46.9518977955321,18.8800845202059,19.8885574451187,-5.30673397724729,"0","0",943.036304090295
219,73.482349129199,2.63108020095293,17.2340373304792,38.9956833329052,35.3111324251564,6.06016670609702,"0","0",899.796356613659
220,153.446360470561,58.6165909275266,4.56914857786493,12.9598232265562,9.30500244821285,4.42292330760686,"0","0",1123.14513386821
221,161.528100941592,29.9514188091299,0.604375978844765,16.680858572945,17.3600345349758,1.15718394230335,"0","0",954.714311773348
222,43.8058175185743,124.106747534675,3.22114439975816,14.9799070227891,15.3010227100285,-0.685416649229641,"0","0",923.078109892636
223,88.3384422303985,37.515787446227,2.65192684268609,42.4785096570849,41.1442968769903,3.69403882968,"0","0",920.827248905862
